rank,bgg_url,names,min_players,max_players,avg_time,min_time,max_time,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
1932,102148/noir-deductive-mystery-game,NOIR: Deductive Mystery Game,2,9,5,5,5,6.64791,6.03371,936,https://cf.geekdo-images.com/images/pic2461527.jpg,8,"Secret Unit Deployment, Variable Player Powers",2222,"Deduction, Murder/Mystery, Spies/Secret Agents",1.6038
1933,25674/khronos,Khronos,2,5,90,90,90,6.38723,6.0337,1625,https://cf.geekdo-images.com/images/pic1195438.jpg,10,"Area Control / Area Influence, Hand Management, Tile Placement",2331,"City Building, Fantasy, Medieval, Territory Building",3.5634
1934,1017/fresh-fish,Fresh Fish,2,5,60,60,60,6.66172,6.03368,854,https://cf.geekdo-images.com/images/pic21808.jpg,12,Tile Placement,840,City Building,3.0455
1935,1645/war-1812,War of 1812,2,2,90,90,90,6.99506,6.0336,597,https://cf.geekdo-images.com/images/pic239372.jpg,12,"Dice Rolling, Point to Point Movement, Secret Unit Deployment",1004,"American Indian Wars, Napoleonic, Wargame",2.0595
1936,200/entdecker,Entdecker,2,4,60,60,60,6.48198,6.0336,1270,https://cf.geekdo-images.com/images/pic194144.jpg,10,"Area Control / Area Influence, Modular Board, Tile Placement",1988,Exploration,2.2339
1937,29109/dust,Dust,2,6,240,240,240,6.47502,6.03357,1346,https://cf.geekdo-images.com/images/pic280668.jpg,12,"Area Control / Area Influence, Dice Rolling, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers",2510,"Miniatures, Science Fiction, Wargame",2.6069
1938,216734/dice-throne,Dice Throne,2,6,40,20,40,8.64116,6.0326,447,https://cf.geekdo-images.com/images/pic3358031.png,8,"Dice Rolling, Variable Player Powers",753,"Card Game, Dice, Fantasy, Fighting",2.4615
1939,85/quebec-1759,Quebec 1759,2,2,60,60,60,6.96242,6.03191,631,https://cf.geekdo-images.com/images/pic403469.jpg,12,"Dice Rolling, Point to Point Movement, Secret Unit Deployment",1145,"Age of Reason, Wargame",2.1341
1940,1758/advanced-heroquest,Advanced Heroquest,1,5,120,120,120,6.71621,6.03138,1055,https://cf.geekdo-images.com/images/pic806419.jpg,10,"Co-operative Play, Modular Board, Role Playing, Variable Player Powers",1998,"Adventure, Exploration, Fantasy, Fighting, Miniatures",2.869
1941,229265/wendake,Wendake,1,4,120,60,120,7.99316,6.03076,316,https://cf.geekdo-images.com/images/pic3616568.jpg,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Variable Player Powers, Worker Placement",667,"American Indian Wars, Economic, Farming, Fighting",3.6087
1942,175878/504,504,2,4,120,30,120,6.5113,6.03066,1189,https://cf.geekdo-images.com/images/pic2570515.jpg,12,"Area Control / Area Influence, Area Enclosure, Area Movement, Auction/Bidding, Commodity Speculation, Dice Rolling, Grid Movement, Hex-and-Counter, Modular Board, Pick-up and Deliver, Player Elimination, Point to Point Movement, Route/Network Building, Set Collection, Stock Holding, Take That, Tile Placement, Variable Phase Order",2821,"Animals, City Building, Economic, Exploration, Farming, Industry / Manufacturing, Racing, Territory Building, Transportation, Travel",3.4023
1943,155/was-sticht,Was sticht?,3,4,60,60,60,6.95862,6.03031,578,https://cf.geekdo-images.com/images/pic274047.jpg,12,"Card Drafting, Trick-taking",801,"Card Game, Deduction",2.4211
1944,152899/pixel-tactics-3,Pixel Tactics 3,2,2,30,30,30,7.25155,6.03016,463,https://cf.geekdo-images.com/images/pic1900680.jpg,12,"Hand Management, Variable Player Powers",1844,"Card Game, Fantasy, Fighting, Video Game Theme",2.4375
1945,1293/boggle,Boggle,1,8,10,10,10,6.18821,6.03005,5628,https://cf.geekdo-images.com/images/pic318943.jpg,8,"Paper-and-Pencil, Pattern Recognition",8229,"Dice, Real-time, Word Game",1.5188
1946,129122/band-brothers-ghost-panzer,Band of Brothers: Ghost Panzer,2,2,90,90,90,8.17894,6.02954,270,https://cf.geekdo-images.com/images/pic1392887.jpg,8,"Dice Rolling, Hex-and-Counter, Modular Board",1049,"Wargame, World War II",2.6071
1947,171479/commissioned,Commissioned,2,6,60,60,60,7.46828,6.02868,411,https://cf.geekdo-images.com/images/pic2509120.png,13,"Area Movement, Co-operative Play, Deck / Pool Building, Set Collection, Variable Player Powers",961,"Ancient, Educational, Religious",2.7037
1948,160958/dc-comics-deck-building-game-rivals-batman-vs-joke,DC Comics Deck-Building Game: Rivals ? Batman vs The Joker,2,2,30,30,30,7.08515,6.02864,582,https://cf.geekdo-images.com/images/pic2454366.jpg,15,Deck / Pool Building,1681,"Card Game, Comic Book / Strip",1.9375
1949,380/polarity,Polarity,2,4,20,20,20,6.39831,6.02855,1630,https://cf.geekdo-images.com/images/pic175963.jpg,8,none,2226,"Abstract Strategy, Action / Dexterity",1.6909
1950,146910/wildcatters,Wildcatters,2,4,120,120,120,7.50282,6.02848,373,https://cf.geekdo-images.com/images/pic3584245.jpg,12,"Area Control / Area Influence, Pick-up and Deliver, Route/Network Building, Stock Holding",569,"Economic, Transportation",3.8
1951,175360/w1815,W1815,2,2,20,15,20,7.56227,6.02804,379,https://cf.geekdo-images.com/images/pic2460294.jpg,14,"Dice Rolling, Simulation, Variable Player Powers",617,"Napoleonic, Wargame",1.4884
1952,153/take-5,Take 5!,2,6,60,60,60,6.42111,6.02758,1487,https://cf.geekdo-images.com/images/pic586627.jpg,10,"Hand Management, Set Collection",2569,Card Game,1.4899
1953,142830/chaosmos,Chaosmos,2,4,90,60,90,7.02309,6.02673,618,https://cf.geekdo-images.com/images/pic2509383.jpg,12,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management, Memory, Modular Board, Point to Point Movement, Time Track, Trading, Variable Player Powers",1204,"Adventure, Bluffing, Deduction, Exploration, Fighting, Science Fiction",2.6842
1954,138788/dungeon-roll,Dungeon Roll,1,4,15,15,15,6.16246,6.0266,6203,https://cf.geekdo-images.com/images/pic1585905.png,8,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers",12197,"Dice, Fantasy, Fighting",1.341
1955,189067/cavern-tavern,Cavern Tavern,1,6,120,60,120,7.13168,6.02606,579,https://cf.geekdo-images.com/images/pic3020188.png,13,"Dice Rolling, Set Collection, Worker Placement",1152,"Dice, Fantasy",2.5
1956,34373/tiki-topple,Tiki Topple,2,4,20,20,20,6.41905,6.02597,1402,https://cf.geekdo-images.com/images/pic300559.jpg,10,"Hand Management, Pattern Recognition",1980,"Abstract Strategy, Bluffing, Card Game",1.3287
1957,21380/conquest-fallen-lands,Conquest of the Fallen Lands,3,5,90,90,90,6.82055,6.02597,730,https://cf.geekdo-images.com/images/pic147417.jpg,10,"Area Enclosure, Modular Board",892,"Fantasy, Medieval",2.3636
1958,115293/fortress-america,Fortress America,2,4,150,150,150,6.86501,6.02581,712,https://cf.geekdo-images.com/images/pic1180433.jpg,0,"Area Movement, Dice Rolling",2086,"Science Fiction, Wargame",2.6852
1959,174614/apotheca,Apotheca,1,4,30,30,0,6.93168,6.02512,733,https://cf.geekdo-images.com/images/pic2796727.jpg,13,"Action Point Allowance System, Grid Movement, Partnerships, Variable Player Powers",1583,"Abstract Strategy, Bluffing, Deduction, Puzzle",1.9524
1960,22278/12-thieves,12 Thieves,2,4,45,45,45,6.45279,6.02378,1373,https://cf.geekdo-images.com/images/pic3389017.jpg,8,"Area Movement, Hand Management",1607,Arabian,1.8647
1961,128063/uchronia,Uchronia,2,5,60,45,60,6.56577,6.02365,1007,https://cf.geekdo-images.com/images/pic1514976.jpg,14,"Card Drafting, Hand Management, Set Collection, Variable Phase Order",1721,"Ancient, Card Game, City Building, Prehistoric",2.726
1962,139245/dilluvia-project,Dilluvia Project,2,4,120,120,120,7.35675,6.02355,409,https://cf.geekdo-images.com/images/pic2602443.jpg,12,"Tile Placement, Worker Placement",568,"City Building, Science Fiction, Territory Building",3.7143
1963,42743/opera,Opera,2,4,90,90,90,6.65208,6.02304,938,https://cf.geekdo-images.com/images/pic575855.jpg,12,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track, Trading, Variable Phase Order",1136,"Age of Reason, Economic, Music, Renaissance",3.2321
1964,68820/enemy-action-ardennes,Enemy Action: Ardennes,1,2,600,0,600,8.74608,6.02277,227,https://cf.geekdo-images.com/images/pic2727233.jpg,0,"Campaign / Battle Card Driven, Chit-Pull System, Hex-and-Counter",945,"Wargame, World War II",4.0698
1965,225818/mini-rails,Mini Rails,3,5,60,40,60,7.15258,6.0226,483,https://cf.geekdo-images.com/images/pic3526352.jpg,13,"Modular Board, Route/Network Building, Stock Holding",570,"Economic, Trains",2.4167
1966,25234/catan-histories-struggle-rome,Catan Histories: Struggle for Rome,3,4,120,120,120,6.46384,6.02242,1244,https://cf.geekdo-images.com/images/pic329096.jpg,10,"Area Movement, Trading",2116,"Ancient, Civilization",2.5473
1967,181260/burano,Burano,2,4,120,90,120,6.91445,6.02214,621,https://cf.geekdo-images.com/images/pic2599157.jpg,12,"Area Control / Area Influence, Pick-up and Deliver, Set Collection",1093,City Building,3.5862
1968,66085/keltis-das-orakel,Keltis: Das Orakel,2,4,30,30,30,6.95927,6.02182,577,https://cf.geekdo-images.com/images/pic664192.jpg,10,"Hand Management, Set Collection",796,"Card Game, Racing",2.1186
1969,9408/dos-rios,Dos Rios,2,4,70,70,70,6.46665,6.02137,1260,https://cf.geekdo-images.com/images/pic224460.jpg,12,"Action Point Allowance System, Modular Board",1825,"Economic, Territory Building",2.5217
1970,2238/panzerblitz,PanzerBlitz,2,2,90,90,90,6.48671,6.02127,1472,https://cf.geekdo-images.com/images/pic2092423.png,12,"Dice Rolling, Hex-and-Counter, Modular Board, Simulation",3363,"Wargame, World War II",3.0609
1971,52328/malifaux,Malifaux,2,2,120,0,120,7.57431,6.02115,383,https://cf.geekdo-images.com/images/pic1451000.jpg,0,"Hand Management, Variable Player Powers",728,"Collectible Components, Horror, Miniatures",3.3077
1972,137397/appia,Via Appia,2,4,45,45,45,6.65552,6.02109,868,https://cf.geekdo-images.com/images/pic1550275.jpg,8,"Press Your Luck, Tile Placement",1355,"Action / Dexterity, Ancient",1.9423
1973,171835/posthuman,Posthuman,1,4,120,30,120,6.692,6.02077,973,https://cf.geekdo-images.com/images/pic2718965.jpg,13,"Dice Rolling, Modular Board, Partnerships, Role Playing, Variable Player Powers",2494,"Adventure, Dice, Exploration, Fighting, Science Fiction",3.1778
1974,329/russian-front,Russian Front,2,2,1200,1200,1200,7.15687,6.02055,576,https://cf.geekdo-images.com/images/pic55347.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",1295,"Wargame, World War II",3.3371
1975,53168/triumvirate,Triumvirate,2,2,15,15,15,6.76338,6.02036,710,https://cf.geekdo-images.com/images/pic750750.jpg,12,"Card Drafting, Trick-taking",977,"Ancient, Bluffing, Card Game, Deduction",1.9524
1976,131891/lost-legends,Lost Legends,3,5,70,70,70,6.51286,6.01991,1119,https://cf.geekdo-images.com/images/pic1550240.jpg,10,Card Drafting,2395,"Fantasy, Fighting",2.4655
1977,20806/three-dragon-ante,Three-Dragon Ante,2,6,20,20,20,6.46766,6.0197,1425,https://cf.geekdo-images.com/images/pic336502.jpg,12,"Betting/Wagering, Hand Management",2414,"Card Game, Fantasy",1.7273
1978,3553/close-action,Close Action,2,30,240,240,240,7.82731,6.01945,332,https://cf.geekdo-images.com/images/pic216367.jpg,12,"Action / Movement Programming, Simultaneous Action Selection",809,"Age of Reason, American Revolutionary War, Napoleonic, Nautical, Wargame",3.4861
1979,4370/fische-fluppen-frikadellen,Fische Fluppen Frikadellen,2,5,90,90,90,6.60558,6.01939,935,https://cf.geekdo-images.com/images/pic13744.jpg,10,Pick-up and Deliver,1186,Economic,2.5181
1980,68247/mines-zavandor,The Mines of Zavandor,2,4,90,45,90,6.61906,6.01932,896,https://cf.geekdo-images.com/images/pic844487.jpg,10,"Auction/Bidding, Trading",1725,Fantasy,2.6
1981,56786/kuhhandel-master,Kuhhandel Master,2,6,60,60,60,6.79298,6.01926,739,https://cf.geekdo-images.com/images/pic852332.jpg,10,"Auction/Bidding, Set Collection, Simultaneous Action Selection",1464,"Animals, Bluffing, Card Game",1.8421
1982,198190/kepler-3042,Kepler-3042,1,4,90,60,90,7.51832,6.01908,402,https://cf.geekdo-images.com/images/pic3673652.png,14,Grid Movement,682,"Economic, Science Fiction, Space Exploration",3.4444
1983,1430/caesar-epic-battle-alesia,Caesar: Epic Battle of Alesia,2,4,360,360,360,7.09518,6.01895,545,https://cf.geekdo-images.com/images/pic174006.jpg,12,"Dice Rolling, Hex-and-Counter",1200,"Ancient, Wargame",3
1984,188314/topoum,Topoum,2,4,90,60,90,7.45162,6.01852,414,https://cf.geekdo-images.com/images/pic2770373.jpg,14,"Area Control / Area Influence, Tile Placement",637,"Territory Building, World War I",2.5294
1985,130390/ruhrschifffahrt-1769-1890,Ruhrschifffahrt 1769-1890,2,4,120,120,120,7.33272,6.01851,408,https://cf.geekdo-images.com/images/pic1426929.jpg,12,"Pick-up and Deliver, Worker Placement",626,"Economic, Industry / Manufacturing, Nautical, Transportation",3.5094
1986,31133/ice-flow,Ice Flow,2,4,45,45,45,6.44193,6.01843,1321,https://cf.geekdo-images.com/images/pic310029.jpg,11,"Point to Point Movement, Tile Placement",1608,"Adventure, Animals, Puzzle, Racing, Travel",2.1511
1987,136440/canterbury,Canterbury,2,4,90,90,90,7.00866,6.01826,560,https://cf.geekdo-images.com/images/pic1536927.jpg,10,"Area Control / Area Influence, Tile Placement",900,"City Building, Medieval",3.0984
1988,21892/augsburg-1520,Augsburg 1520,2,5,75,25,75,6.47002,6.01737,1176,https://cf.geekdo-images.com/images/pic166630.jpg,12,Auction/Bidding,1838,"Economic, Medieval",2.675
1989,191301/walking-dead-all-out-war,The Walking Dead: All Out War,1,2,120,30,120,8.16144,6.01732,354,https://cf.geekdo-images.com/images/pic2871758.jpg,0,Dice Rolling,1064,"Comic Book / Strip, Miniatures, Zombies",2.5714
1990,28025/wicked-witches-way,Wicked Witches Way,2,6,30,30,30,6.42945,6.01629,1379,https://cf.geekdo-images.com/images/pic258479.jpg,8,"Card Drafting, Dice Rolling, Memory, Pattern Recognition, Simultaneous Action Selection",1856,"Dice, Fantasy, Humor, Memory, Racing, Real-time",1.4568
1991,39813/qwirkle-cubes,Qwirkle Cubes,2,4,45,45,45,6.57797,6.01627,980,https://cf.geekdo-images.com/images/pic1346599.jpg,6,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement",1721,"Abstract Strategy, Dice",1.6308
1992,444/midnight-party,Midnight Party,2,8,30,30,30,6.43802,6.01604,1381,https://cf.geekdo-images.com/images/pic177964.jpg,8,"Dice Rolling, Press Your Luck, Roll / Spin and Move",2046,"Children's Game, Racing",1.1517
1993,2582/catch-phrase,Catch Phrase!,4,16,30,30,30,6.34313,6.01572,2089,https://cf.geekdo-images.com/images/pic173485.jpg,12,none,2705,Party Game,1.1419
1994,30356/heartland,Heartland,2,5,60,45,60,6.84407,6.01557,637,https://cf.geekdo-images.com/images/pic845992.jpg,8,"Area Enclosure, Hand Management, Pattern Building, Tile Placement",775,"Animals, Farming, Territory Building",2.082
1995,29410/municipium,Municipium,2,4,60,60,60,6.73522,6.0152,722,https://cf.geekdo-images.com/images/pic1087976.jpg,10,"Area Control / Area Influence, Point to Point Movement, Set Collection",962,Ancient,2.4419
1996,155689/dungeons-dragons-attack-wing,Dungeons & Dragons: Attack Wing,2,99,30,30,30,7.37628,6.01492,473,https://cf.geekdo-images.com/images/pic2301154.png,14,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection",1433,"Aviation / Flight, Collectible Components, Fantasy, Miniatures",2.931
1997,34127/ticket-ride-card-game,Ticket to Ride: The Card Game,2,4,30,30,30,6.18954,6.01447,3568,https://cf.geekdo-images.com/images/pic306342.jpg,8,"Hand Management, Memory, Set Collection",5395,"Card Game, Trains",1.8727
1998,338/bargain-hunter,Bargain Hunter,3,4,60,60,60,6.79799,6.01399,673,https://cf.geekdo-images.com/images/pic681363.jpg,10,Trick-taking,930,Card Game,1.8644
1999,155173/subdivision,Subdivision,1,4,45,45,45,6.55771,6.0138,969,https://cf.geekdo-images.com/images/pic1961853.jpg,13,"Card Drafting, Dice Rolling, Route/Network Building, Tile Placement",2198,City Building,2.3514
2000,31503/slide-5,Slide 5,2,10,30,30,30,6.54458,6.0125,1012,https://cf.geekdo-images.com/images/pic256707.jpg,8,Simultaneous Action Selection,1291,"Card Game, Number, Party Game",1.275
2001,199383/calimala,Calimala,3,5,75,45,75,7.21161,6.01247,465,https://cf.geekdo-images.com/images/pic3647383.jpg,0,"Area Control / Area Influence, Modular Board, Worker Placement",590,"Economic, Industry / Manufacturing, Medieval",2.9091
2002,626/war-and-peace,War and Peace,2,6,240,240,240,6.65422,6.01209,965,https://cf.geekdo-images.com/images/pic460249.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",2242,"Napoleonic, Wargame",3.3643
2003,68858/tanto-cuore-expanding-house,Tanto Cuore: Expanding the House,2,4,45,45,45,7.62029,6.01205,382,https://cf.geekdo-images.com/images/pic1751752.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management",1164,Card Game,2.15
2004,170199/solarius-mission,Solarius Mission,2,4,150,60,150,7.49546,6.01166,359,https://cf.geekdo-images.com/images/pic3138497.jpg,12,"Action / Movement Programming, Dice Rolling, Grid Movement, Modular Board, Set Collection, Variable Player Powers",540,"Civilization, Dice, Economic, Exploration, Science Fiction",3.931
2005,149119/spirits-rice-paddy,Spirits of the Rice Paddy,2,4,90,90,90,6.81383,6.01164,674,https://cf.geekdo-images.com/images/pic2563119.jpg,13,"Area Enclosure, Card Drafting, Simultaneous Action Selection, Tile Placement, Worker Placement",1617,"Farming, Mythology",3.0769
2006,139992/kaosball-fantasy-sport-total-domination,Kaosball: The Fantasy Sport of Total Domination,2,4,60,30,60,6.95485,6.01152,592,https://cf.geekdo-images.com/images/pic1602925.jpg,14,"Area Control / Area Influence, Auction/Bidding, Hand Management, Partnerships, Variable Player Powers",1463,"Miniatures, Sports",2.5294
2007,146408/sentinel-tactics-flame-freedom,Sentinel Tactics: The Flame of Freedom,2,8,45,45,45,6.89191,6.01113,645,https://cf.geekdo-images.com/images/pic1970559.png,13,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Variable Player Powers",1916,"Comic Book / Strip, Miniatures",2.5
2008,31056/micro-mutants-evolution,Micro Mutants: Evolution,2,4,30,30,30,6.65144,6.01081,865,https://cf.geekdo-images.com/images/pic426042.jpg,10,"Dice Rolling, Player Elimination, Variable Player Powers",1463,"Action / Dexterity, Animals, Children's Game, Fighting",1.4321
2009,147116/witcher-adventure-game,The Witcher Adventure Game,2,4,120,120,120,6.47654,6.01025,1598,https://cf.geekdo-images.com/images/pic2247614.jpg,16,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver, Set Collection, Variable Player Powers",2522,"Adventure, Fantasy, Novel-based, Travel, Video Game Theme",2.4545
